1,1,dashboard,index
2,1,changeHistory,index
3,1,users,index
4,1,users,create
5,1,users,edit
6,1,users,delete
7,1,users,authorization
8,1,roles,index
9,1,roles,create
10,1,roles,edit
11,1,roles,delete
12,1,roles,editPermission
13,2,dashboard,index
14,2,changeHistory,index
15,2,users,index
16,2,users,create
17,2,users,authorization
18,2,roles,index
19,2,roles,create
20,3,dashboard,index
21,3,changeHistory,index
22,3,users,index
23,3,users,authorization
24,3,roles,index
